Num Particles,Num Iterations,Wall elapsed (s),CPU Elapsed (s),JBest,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2
25,1000,2.9020180702209473,2.9009570000000000,4.1580199287283630,0.1415509241456491,-0.9226657912500111,-1.0000000000000000,0.1931234073935794,1.0000000000000000,-1.0000000000000000,-1.0000000000000000,1.0000000000000000,1.0656495835177378,3.4974967122673268,0.3894966878474900
25,1000,2.4983119964599609,2.4975070000000001,1.4268015384652477,-0.0839682240691846,0.3149875236054959,-0.9981040351332335,0.2154756699875432,1.0000000000000000,0.1499180087501948,0.0618439278403560,0.1798912651445707,0.7756681163266370,3.7757063129659172,0.6511334221386108
25,1000,2.9548571109771729,2.9544449999999998,1.1449899540210189,-0.1767436735224042,-0.9957153937985534,0.0791466397960348,0.9363164980955883,-0.2877550143192551,0.0169135087468025,0.6536106383593681,-0.3702674624168145,0.7354543367708850,2.7844955128086424,0.4095356172501338
25,1000,1.4902660846710205,1.4899260000000005,13.4567711314498197,0.3818769450436663,-0.0992709186149572,-1.0000000000000000,0.4309433659332656,1.0000000000000000,-1.0000000000000000,-0.1629167889366963,-0.8161544596897088,0.6882111737320304,2.8100225693465068,0.0010000000000000
25,1000,1.5895030498504639,1.5890089999999990,9.4582558807977577,-0.2194067830747306,0.9665373070765529,-0.1299816984228927,-0.2594637058737386,0.0647733317371909,0.0749612959531253,1.0000000000000000,-1.0000000000000000,0.6712818764238953,2.8263195941278720,0.1631057895360923
25,1000,2.3187940120697021,2.3181789999999989,8.8640483023021641,0.5331988722418169,-0.7969576856657903,0.8286164454396269,-0.0857869845919372,0.9662495415492571,1.0000000000000000,0.3695133197031489,0.8120836163824540,0.7558699185112477,3.3655345123695692,0.5073490658261858
25,1000,2.5267729759216309,2.5249209999999991,1.2845185679136715,-0.6199062518412906,0.0164436994141085,0.6759090244199105,0.0327225203594728,1.0000000000000000,-0.6523978349305856,0.0609961579684102,-1.0000000000000000,0.7624589105445077,3.5320600745010360,0.5220596573691639
25,1000,3.1306290626525879,3.1019329999999989,1.5468521609571233,-0.0571717906078390,-0.7710871740912347,-1.0000000000000000,0.5242127799659244,-0.9982774234409537,0.1841663185718291,-0.6869066473921303,-0.2417418662299171,1.0052135902927517,1.9964085025873899,0.5416385706643716
25,1000,6.4683969020843506,6.4572220000000016,2.3635895167565248,-0.4782570107785585,0.4336369372600524,1.0000000000000000,-0.3906217551446312,1.0000000000000000,-0.9143393397806933,-1.0000000000000000,-0.0029023003264485,0.8822452939927610,0.6492148774600842,1.4813442227637641
25,1000,5.4057850837707520,5.4054729999999971,2.0320943178387258,-0.9999921146994277,0.6493134212160704,0.3630652939455803,0.9447445760949914,0.8598463374795532,-0.4134979284236490,-0.9708099104429987,-0.9712113971304274,0.7324186087724246,2.5964063559141906,1.2996757090663011
