numParticles,numIterations,Jbest,Time Elapsed,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2,
100,500,1.7929,50.244,-0.74836,0.92606,-0.38708,-0.20984,-0.31122,-0.68275,-0.032455,-0.92513,1.4507,2.5435,0.34216
