numParticles,numIterations,Jbest,Time Elapsed,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2
100,1000,1.15900318572381,100.899598,-0.681537073209341,0.116252987914625,0.762626751254278,-0.461769227833104,-0.166414173105436,-0.09869113153801,-0.765895613173845,0.80179519229894,0.748449936603377,2.8563519988498,0.410553249120432
100,1000,1.48362471728883,104.276486,-0.9752454276525,-0.548112383852765,0.625678996352628,0.42017848533857,-0.678560335942502,-0.502278709603915,-0.023710559497798,-0.420991158170833,0.984811512414655,2.44213157117283,0.498813204874176
100,1000,1.1111794234183,97.068268,-0.375499057201787,0.081889063944324,0.158637659091993,-0.016938227171084,0.302580024372521,-0.660576457482646,-0.005254684178871,0.492555721535306,0.697264310474448,3.01492260408319,0.413915112943847
100,1000,1.28136051867758,100.312771,-0.807190675678323,-0.330984199064927,-0.322299365471031,0.958287585205429,-0.231134766602702,0.514132624805709,-0.387973488603808,0.484641614936107,0.899132453027005,3.03128172444161,0.382228065650573
100,1000,1.43653956503983,102.386525,0.843598981718438,-0.415626757246514,0.823328027351526,-0.762108303511377,-1,0.186754112413993,0.46298085872884,-1,0.881721651715435,1.62327725822723,0.554817913324397
100,1000,1.11160519266666,171.485434,0.262260894980885,-0.038481442837182,0.378529540475902,-0.142710533778439,-0.292140481006443,0.288917289907023,-0.057217292288518,-0.516687201429317,0.691445890178062,2.52448663487487,0.420159302488593
100,1000,1.17676481204964,99.573451,-0.991948369790875,1,0.238078661184981,-0.632940952577123,-0.074498873065947,0.568985749657789,0.619203344728191,-1,0.775290662431019,3.07170365191647,0.401474149618622
100,1000,1.27879959213118,101.286295,-1,0.051551295766074,0.767755789312419,0.02382827068707,0.467155496921873,0.12629974840401,0.026128764093174,-1,0.85136999993633,3.3996067659809,0.427429592194853
100,1000,1.64143817224745,117.172006,0.178666708242146,-0.312932293508023,-0.735603518275263,-0.288114520082315,-0.475297024805091,0.619149376983675,-0.419568505704676,0.808449524334935,1.40244831751106,2.46626765785557,0.238989854736386
100,1000,1.19063596489607,101.135899,0.349357005180191,0.686243393698534,-0.253928848475652,0.492414872196814,0.434428010270351,-0.452061347664525,-0.635841949386129,-0.216247343155144,0.77367820847016,2.68311924951944,0.416957756425912
100,1000,1.39465251027852,102.995311,1,-0.141110043668422,-1,1,1,-0.840461427506206,0.02750110200751,-0.168518910423157,0.905489717673461,2.96821511403772,0.489162792605055
100,1000,1.17137917886295,99.973461,0.563749728197676,0.175931391739873,-0.011972212859752,-0.183576748804088,0.129768040246687,0.42957874425646,-0.313558239397702,-0.462238588368993,0.761965617046419,2.65439995921521,0.409413561816535
100,1000,1.63418088048575,122.463202,0.428677813741637,0.065834896393021,-0.647649305289076,-0.915401820158346,-0.558547108605676,-0.627339878678205,-1,-0.513862004698561,1.34531501476635,2.05122585953826,0.288865865719405
100,1000,1.08543311895013,99.755246,-0.140782962828517,-0.165965078740593,0.835745866966185,-0.255779438808032,0.000158875751797,0.511927506378752,-0.291287285173506,-0.517233871500939,0.67195321357075,2.88335491247687,0.413479905379374
100,1000,2.0915247708214,142.464236,0.295644005191932,-0.561923068638532,0.496407707583756,-0.883297925979263,0.281565977513385,-0.999992587220591,0.778950797005009,-0.888958536134788,1.93842763548873,1.93636958606793,0.153097135332668
100,1000,1.13407032934967,100.118406,0.219224887311956,0.618977641634302,-0.407487989958262,0.647410113168266,0.221310581367157,-0.022300570921623,0.715216293193337,-0.691954184524538,0.717403791160023,2.766997576687,0.41666653818965
100,1000,1.24282890164691,101.250876,-0.737679137076151,0.819108819249164,0.658059150649002,0.724702877008706,-0.748016228430516,0.288573779034941,-0.754303924234017,0.530129382720717,0.736200813450411,2.30084614087506,0.506628088196502
100,1000,1.1068733627054,99.368637,0.087505898396854,-0.543920520259835,-1,0.639861952827293,0.152049943523664,-0.569423120832857,-0.654442332725918,0.556713507494119,0.703762445938764,2.87314786870283,0.403110916766633
100,1000,1.10074822507536,99.741048,0.343206778727308,-0.539062729847035,0.659552044657477,0.089621180437213,-0.14085734304672,0.077906202558874,-0.69954108266305,-0.118135861898186,0.686534183836367,2.59049808949224,0.414214041238996
100,1000,1.26511520495795,101.901043,0.309217930950843,-0.007023587111585,0.99980796064214,0.506403546612783,-0.709776615913172,0.107066971157589,0.356902498133979,0.112224562860576,0.788622331010069,2.01228636571323,0.476492873947883
100,1000,1.11749443450605,99.866544,0.627783413423091,-0.725096226414498,-0.858670240644221,0.101132484610438,-0.300759783124163,0.203049799901025,0.820690451192635,0.646790448596758,0.712214251020506,2.59560168473507,0.405280183485541
100,1000,1.10270716551013,100.228055,0.285122268259439,-0.058016452275406,0.567122014166036,-0.348502166474711,0.073404990997834,0.036777544804536,-0.229690512794923,0.222720447226985,0.692882356847721,2.70540667572621,0.409824808662408
100,1000,1.91161619281876,149.41477,1,-0.365943756974247,-1,-1,-0.121374194165774,-0.992172486659914,1,0.950038321628199,1.76721616660151,2.1832149566703,0.144400026217246
100,1000,1.12063037009232,99.773752,-0.323335099909007,0.547982056680757,-0.339532395904013,-0.089404250500138,-0.516494078106519,0.507119100885042,0.506852370044347,0.052952134528802,0.685515293603996,2.6201387451409,0.435115076488318
100,1000,1.48033776664893,107.338514,-0.869959268517597,0.271489852086973,-0.352033033859841,-0.423601256200091,-0.525874359361785,0.102512525604348,0.87499091185922,-1,1.1148535392144,2.79485476432979,0.365484227434538
100,1000,1.95718329461365,195.145468,-0.2616381885610889,0.01302650718226976,-0.370721953324038,-1,-0.2565530089421481,0.8597704306162164,0.4675462355278604,-0.2812900003712761,1.803332881390202,2.374823542998862,0.1538504132234473
100,1000,1.310697271213435,116.18186,-0.482285205443914,-0.3232970903177549,-1,0.5546343822266001,0.3978609198745337,-0.5212322106536029,0.02879945000900304,0.07421130515474589,0.9309812689069773,3.252141957929236,0.3797160023064582
