numParticles,numIterations,Jbest,Time Elapsed,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2
100,1000,1.282146417787587,119.099054,-0.139049577494826,-0.1273054182490366,-0.2172086026306993,-0.4662584773183238,-0.4882732619565602,-1,-0.7078648063732933,0.934428592326596,0.7373022451249234,2.227913330021494,0.5448441726626634
100,1000,1.424073392123244,132.786566,0.1496029592649596,0.7952773401168873,0.254336325743071,1,0.5723020405111536,-0.2593432969095298,-0.2485892650361957,-0.7718844572573074,1.002496060850161,2.499416274393207,0.421577331273083
100,1000,1.434326131313085,125.052512,-0.1766126903886333,-1,-0.4213613889360427,0.3778549357572398,-1,0.3509207693295239,0.9919683024560293,-1,0.9470179522614522,2.279593115734573,0.4873081790516327
100,1000,1.111960994463339,112.42604,0.3524787613912631,-0.3083591984935002,-0.5018746731755026,-0.033414373517442,0.3162848207779603,0.08208237341643877,-0.0867051553132228,0.04280337375995732,0.6886401006961014,2.956278474093937,0.4233208937672377
100,1000,1.114227143792848,113.232085,0.1613437594784275,0.7555619129922417,-0.2158005004891214,-1,-0.2323658838096684,-0.4995164353524606,1,0.6015642132005951,0.6932554269403779,2.498766865367746,0.4209717168524701
100,1000,1.112103831023577,111.594985,0.3218956043935245,-0.566174320297455,0.2755892889111494,-0.3636726387523269,0.1411503109736726,0.6616839088564352,0.3121736441341345,0.4995654635620974,0.6842012087318258,2.951511811357916,0.4279026222917515
100,1000,1.268438811324542,120.609528,0.7152648905935901,0.9561962847021265,-0.881749392408315,-0.2152884131658428,-0.02989141764914504,1,-0.07496067430319589,-0.03474956574408323,0.8807118997152548,2.463327200435847,0.387726911609287
100,1000,1.68913262093673,142.740157,-0.614795672993345,1,-0.2658608492125306,-1,1,0.3352296167807738,1,-0.709352152869973,0.9423732217227903,4.254898860909946,0.7467593992139402
100,1000,1.22559858893333,119.360268,-0.3294295003524622,0.2522279337233412,-0.9774535761316463,-1,0.3468305010834986,-0.9263367077142175,-1,1,0.8488398562978828,3.053672111571092,0.3767587326354476
100,1000,1.116786902877945,112.052667,-0.03342414991735936,-0.1684050948186244,-0.1011996303738651,-0.03421372116003706,0.3373459959783051,0.06205627947145219,0.1485711716565405,0.8797868795883933,0.6824146601779828,3.086076832865367,0.4343722426999624
100,1000,1.156010489774991,113.838065,0.1512231447917717,-0.8874636398919391,-0.1522134085473456,-0.7714746747266821,0.5206614013112577,-0.8643268451233008,0.3587427650960524,-0.7979209084386786,0.7426408910051697,3.099949686845513,0.4133695987698209
100,1000,1.100944203131568,111.421617,0.1458278689197045,-0.1967352232837459,-0.6037651490190183,0.2697233807493485,-0.2184887778902093,-0.07596057835929348,-0.6958369990088834,0.03421769657786256,0.6788409302355446,2.621294168677053,0.4221032728960237
100,1000,1.709559723310214,148.67455,0.6797682836860626,-1,-0.8198544760754746,-0.1169163243663634,-1,-1,0.5154975069310297,1,1.164183071838014,1.535941436202353,0.5453766514722006
100,1000,1.357613257825983,122.570829,0.1520309929094131,0.4083779094732642,0.3970077121686477,0.4524496319334549,0.7654038844739541,0.4009787317254138,0.5737398558641899,-0.6268289359779049,0.7853381327834896,3.318437980277475,0.5722751250424933
100,1000,1.448928300899635,134.495013,0.8902877233013605,-0.7385493697263456,-0.9726484906617767,-0.8610181058428926,0.8061936459022955,-0.4199019520577246,0.8402120139481254,-1,1.069123799933889,3.240350600983668,0.3798045009657467
100,1000,1.918583778591624,189.45085,0.7678255339598105,1,-0.6842166951586569,-1,-0.03500246218788789,-0.5319920513569081,0.9784061002494193,0.2534829569523032,1.728424251257627,1.750764339839434,0.190159527333997
100,1000,1.162328109159029,111.106461,0.3425328105027795,-0.931272468806181,0.4457846234418432,0.01105317486169291,0.7537495650553048,-1,1,0.06671902839468977,0.6936378863885546,3.159731439373203,0.4686902227704745
100,1000,2.002475117410192,181.510657,0.4470813687087433,-0.1508967942382075,0.6961811594577784,0.373565253201662,-0.1081065286322296,0.3706819558567985,0.2457647382610868,0.110187312320769,1.688316224412674,1.249960619676365,0.3141588929975178
100,1000,1.109925437948091,110.515167,0.4493826024690727,-0.4142410449604286,-0.8336744580494265,0.1254414038295333,0.3631773252110621,-0.5419814635788324,0.4809390075165502,-0.5589798860242228,0.6949543033637225,2.903119680436609,0.4149711345843686
100,1000,1.529249285333272,131.420771,-0.2217202458603294,-0.5572755990007205,0.03597056127362847,-0.5671949749795625,1,-0.172869676049226,0.9940883654060375,0.02108085433177393,0.9411676985600623,3.906948023517158,0.5880815867732101
100,1000,1.15000393981627,114.191817,-0.04229839588771535,0.3987346822594985,0.4550433772522934,0.02147347757066113,-0.563331813639198,0.3847298439121496,-0.4593926351979375,-0.6641964793009091,0.6891514352625615,2.359000975763508,0.460852504553708
100,1000,2.224597627000686,222.083734,-0.002268097817376312,-1,1,-0.2784300284251399,-0.5900016332298615,0.5235498549390526,0.6643216529106362,1,0.6467223245374256,2.830643957892519,1.577875302463261
100,1000,1.370721562125147,126.028317,-1,0.2997974991534104,0.4247209297108213,-1,-0.5249159200728065,0.5647294489253619,0.6543523319711058,0.2024549855459766,0.985803607413517,2.877658020316683,0.3849179547116295
100,1000,1.892876404487626,179.142663,-0.677067537905964,0.2350473715161205,0.3858639753366147,0.9849953530862472,-0.2531076625848678,0.4265801966610995,-0.8859234485628745,0.3768923013060274,1.672262192864995,1.701314767213496,0.2206142116226309
100,1000,1.242435126646521,113.222511,0.163163204757492,-0.5132895116592846,0.2360327601181622,0.0356285384461498,-0.4807408757050708,-1,-0.5489371781546774,0.7778581222797391,0.7050261866567729,2.164458182551686,0.5374089399897481
100,1000,1.188941699586093,115.442848,-0.5093286561243233,0.2865712230348534,0.2392738651290684,-1,0.4358399425623646,0.459111093194067,-0.3512431958958309,0.2107317426112455,0.7418337415087871,3.303564174222622,0.4471079580773059
100,1000,1.188282952972914,112.699132,0.9888393984667643,-0.9430709148666522,0.2500029208971457,-0.1291606721825749,-0.1402658541211328,-0.2703740655142298,-0.2392512616020513,-1,0.7915653388471163,2.375136397184361,0.3967176141257976
100,1000,1.37821376276145,118.753071,-0.6228381260639837,-0.3372942572620606,0.05135858415324889,0.3227457004429677,0.902411982137898,-0.2238304574267378,0.2335593032806434,-0.4831730862381852,0.8632552191588631,3.672100685348453,0.5149585436025866
