numParticles,numIterations,Jbest,Time Elapsed,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2,
200,1000,1.0986,159.32,0.20942,0.32298,-1,-0.37293,0.31372,-0.31822,-0.51112,1,0.68218,2.9021,0.41644
