numParticles,numIterations,Jbest,Time Elapsed,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2,
10,10,54.32185633085263,1.083627,0.7821419040639928,0.6095014483055256,-0.5556185758644313,-0.2357340843285549,0.6089388786874161,-0.3604341764399799,-0.882673558392283,-0.632288669419385,1.185525842753242,4.14484839183971,0.6653876685342531
