Num Particles,Num Iterations,Wall elapsed (s),CPU Elapsed (s),JBest,xi1,xi2,xi3,xi4,vi1,vi2,vi3,vi4,t1,deltaE,t2
25,1000,3.5982151031494141,9.9300819999999987,1.1115886488551960,-0.3868160804499370,0.9552227703765948,1.0000000000000000,-0.5812239215240451,0.1926058885603320,-0.0223660249754595,1.0000000000000000,0.7876420084706021,0.6863636458398052,2.9278922809564736,0.4252250030153908
25,1000,4.0694320201873779,10.5269070000000013,1.1004402123835240,-0.0345406357125719,-0.0846412655282183,1.0000000000000000,0.2844467976904482,-0.1297833892994047,1.0000000000000000,1.0000000000000000,1.0000000000000000,0.6763560866134612,2.8613615903383116,0.4240841257700628
25,1000,5.0687549114227295,14.1673150000000021,1.7516425709902608,0.2039678343610640,1.0000000000000000,-0.5272724135230982,1.0000000000000000,-0.1478952914617293,1.0000000000000000,-0.3606721349878282,-0.1586087978914735,1.4016533097983439,1.6274832110248663,0.3499892611919170
25,1000,2.6104569435119629,6.9243500000000040,14.4651701471940086,0.3561980778131634,0.7070413431493050,-0.1006186354379372,0.8469470589322403,-0.8710974737733038,0.4187208572034917,-0.6886747560113410,-1.0000000000000000,0.8394020477196027,2.4599120546713884,0.0010000000000000
25,1000,4.1285979747772217,11.5708199999999977,2.6444120451757875,0.9287963292111558,0.0383011683213242,0.9770703191762617,-1.0000000000000000,0.5785307935255133,0.2522319208758567,0.1962789057491520,1.0000000000000000,1.0133212970554011,2.7541157826821090,0.4342494027827798
25,1000,3.5088968276977539,9.6925260000000009,1.1121235336178465,0.4582937281933206,-0.7722640200819548,0.4590688808740679,0.1717803867313286,0.3912696992353849,-0.4136812312112141,-0.3632956391394100,-0.2839224033774596,0.6923011961857625,2.8679652732423064,0.4198223374320841
25,1000,4.7822709083557129,13.5295529999999928,1.5897719070202783,0.4010571115830970,-0.9975529805403052,-0.6841042316189628,-0.1982746293255560,-0.9348863313457954,-0.0955773630097298,-0.6291364347889106,0.2276778749697502,1.1319767014091995,1.9443545034977536,0.4577952056110789
25,1000,3.6852049827575684,9.9131509999999992,1.1068520460571549,0.0419479802608571,-0.6107709766200644,0.5685333891464898,-0.4546518694309650,0.3412860347372451,-0.4587922371394280,0.9374534983333612,0.6714392389344997,0.6827608486832488,3.0360703116151226,0.4240911973739062
25,1000,3.1178760528564453,8.6210990000000010,1.2616838579042440,0.1810268436536368,-1.0000000000000000,1.0000000000000000,-0.9626029149148185,0.9757269769360828,-0.7637591914628417,0.3838109917366704,0.8777816326728888,0.7244670285448601,3.4462606314657966,0.5372168293593839
25,1000,10.3039100170135498,26.8223770000000030,13.1315630051187604,0.2268806663625593,0.0010521844912622,-0.8181080468388161,-0.7753711687019423,-0.1906890221591011,0.3687465316220329,0.0330339077275362,-1.0000000000000000,0.7829172881398517,1.4359200719851168,1.5371199928597563
25,1000,14.2739801406860352,34.1663990000000126,2.1213960364293003,-0.7007917552866926,0.2107703255681896,1.0000000000000000,1.0000000000000000,-0.9333911519113522,-0.6167972233586526,-0.3364081941597112,-1.0000000000000000,1.8463200791050982,0.9669924848238474,0.2750759573242022
25,1000,3.3660190105438232,9.2715589999999963,1.1279807438742497,0.1260845217565579,-0.5364462443056244,-0.6297307238986766,-0.7496278828598939,-0.1237871371452430,0.0214194488255002,0.0340199159741368,0.6168961670395997,0.7327765269897792,2.8108172642123028,0.3952042168844706
25,1000,3.3693659305572510,9.5132140000000049,1.1333003383437230,-0.3996269400649224,0.6177628459953852,-1.0000000000000000,0.4010727170323737,-0.2037768161745278,-0.8558704188705866,0.6126925793377694,-0.4488520518393929,0.7011920536000565,2.6598643669953534,0.4321082847436666
25,1000,3.2152791023254395,9.1598049999999773,1.1376543470095868,0.3245995369134138,-0.1968258736228330,0.5911599123560292,0.3747675558515919,0.4325744628442907,-0.2121894178815520,-0.4863869259283516,0.1236182246286007,0.7087151707054601,2.8600152840912343,0.4289391763041268
25,1000,3.3879179954528809,9.4431069999999977,2.3119915397678952,0.6993951446407912,-0.0843066237214344,-0.5331020664466667,-0.3498774962318554,-0.5596676964928187,-0.4251706552967423,-0.9789829549782643,-0.0858682002876086,0.7810060205044576,1.9440037014108962,0.5043559541423922
25,1000,3.2148039340972900,9.1177270000000021,3.8269410966019661,-0.0389010919532907,-0.1173157436865407,-0.2629002743881378,-0.5463969237097984,0.7201213631006731,0.1651029533288011,0.4950976366038700,-0.9533169190414196,0.7080555024243465,3.3073511807068630,0.4299988607699062
25,1000,3.3298389911651611,9.2694359999999847,15.4673786147803280,-1.0000000000000000,0.1502193991664174,-0.9065982446049855,0.5259146757557582,-1.0000000000000000,0.8573097270168047,0.5950495312732369,-0.4434289384157472,1.1400519665077817,3.2913849771383537,0.0010000000000000
25,1000,3.5698220729827881,9.9330239999999890,1.1982665381586255,0.0584167349495951,0.0572117021938729,0.2803521417345448,0.9243069583345416,-0.8331899858167380,0.3699114519152415,0.4782256301025710,0.8446841930366081,0.7029944678908762,2.2071415009907365,0.4952720702677494
25,1000,2.9660379886627197,8.3050149999999974,11.6527086751408557,0.5061048272007890,0.2756116666733169,1.0000000000000000,-0.4387207701664167,0.3254055860777034,0.0090297674516562,-0.5764914360059415,0.8072536312735457,0.8475853619147601,2.4672868499469418,0.0988634193631818
25,1000,7.1124799251556396,19.7256549999999891,14.2627217305430900,1.0000000000000000,-1.0000000000000000,1.0000000000000000,-1.0000000000000000,0.9992519266229629,-1.0000000000000000,-1.0000000000000000,1.0000000000000000,1.8516892123768200,1.9029846400186863,0.0010000000000000
25,1000,2.5895638465881348,7.2510970000000157,13.9851350492103848,-0.6874271088088239,0.1623876961731150,0.1608379508517052,-0.8277098481727352,0.0347123212317302,0.4154635113880651,-0.9871057836721406,1.0000000000000000,0.8188594600780432,3.1338875584251156,0.0010000000000000
25,1000,3.8254921436309814,10.4123480000000086,1.4040762848620854,-1.0000000000000000,0.3404010587908581,-0.5972938486212381,0.4587408099512206,0.7361511753722133,-0.1232246979492848,-0.5894952518348419,0.6794811936373752,0.9549162166234018,3.6065745923943169,0.4491600682386837
25,1000,11.0511248111724854,31.1456630000000132,11.0138061050611888,0.8529495641228348,1.0000000000000000,-0.9968154887642042,-0.0277522549436669,-0.3163268984834007,0.7238248672221095,-0.4449341915905325,0.4788316984922172,0.0030456690382869,6.2831853071795862,2.4389951153688778
25,1000,13.5112030506134033,38.2402900000000159,26.8330600682926992,0.5896583041664512,-0.8769762228711068,1.0000000000000000,0.9609876947731328,0.8614709220248137,0.4954910870033407,-0.8114413054393408,-0.8766724602965674,0.4165486870342097,0.1510738846554740,2.0391683226949073
25,1000,6.5506129264831543,18.3836949999999888,12.9128506283675168,1.0000000000000000,0.5724112693441679,-0.4449831476094929,-1.0000000000000000,1.0000000000000000,-1.0000000000000000,-1.0000000000000000,-1.0000000000000000,1.5933351709345087,2.1875057237711766,0.0010000000000000
25,1000,5.6917428970336914,15.9674459999999954,12.7432593749390772,1.0000000000000000,-0.8117260123084407,-0.7483011288787782,-1.0000000000000000,1.0000000000000000,-1.0000000000000000,-0.9833320471158321,-0.8791213246914474,1.1219250710100637,2.7189190151822147,0.0010000000000000
